datacenter_id,server_generation,server_id,action,server_type,release_time,purchase_price,slots_size,energy_consumption,capacity,life_expectancy,cost_of_moving,average_maintenance_fee,cost_of_energy,latency_sensitivity,slots_capacity,selling_price,lifespan,moved,cost
DC2,CPU.S4,0163504a-8449-450b-a118-4014a7e57a68,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,fcfefec2-7dd3-444a-a64a-5910746b920f,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,db9f1839-c60a-4ae1-b188-1822ceb3547e,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,af6ece44-366d-4ae4-98a7-803d5d182aaa,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,3784ac82-a238-4344-9dac-795d4f0ef046,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,a45fc82a-ed22-470d-a7f8-b408ceaef887,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,5417e16a-48b7-41c0-b0e7-1499246daac9,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,d57baa6d-00a0-4846-a5ee-daacecb60b97,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,88e78c1f-e668-4845-863f-51c274a22e2f,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,715c3ef4-dddf-4fb3-aab3-2e072ccd67cc,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,c71ffb34-0531-4be5-a9c1-768122c48267,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,96d590b2-c8d9-4b00-8829-b5ecd11861ca,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,eb515801-a67a-4c4d-9e15-54eabb2cd0d2,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,d957f1e4-36c0-44e4-9d93-55551aac3612,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,cdce3603-afb3-4d5d-9869-0a21a122add5,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,c837002d-17b9-42e3-98d3-149f9dfd8add,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,35ad7d41-5d3f-4b93-adbe-810d8b41f7f8,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC2,CPU.S4,248ec833-be91-44bd-b567-715f50cec167,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,53.0,0,649.6913854820682
DC3,CPU.S4,ab4c2c3a-0279-429d-8c6f-7187feef0d60,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,005ad7f1-ca1d-4470-8d9a-9cd8d628d91d,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,8542c3da-5855-4348-bc71-069e22eed225,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,0ebc9feb-aded-4cf6-9fa0-19cae518ef8b,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,44803603-5e7e-49ee-8ba2-babc4fb130f5,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,5187d4d2-0fef-4838-9eec-4addb8ffae9c,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,462bd247-e043-4e6c-968f-b554a4f20b18,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,5bf402b7-87b9-40ee-9ef8-522ca735d59a,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,3d4a476d-ae79-4ce7-9f2c-9175fa319789,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,164ecf85-2b2e-4e49-841b-c363179e98af,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,9499f32e-8989-410d-9e86-610c9600be09,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,6d31ebf0-e485-48e5-815f-e7421e76ec9a,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,c28bde12-3944-4638-83fd-5602229b1ba9,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,e0f4ff99-0ffe-4deb-98aa-a5112ba115e0,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,6179b147-2f0b-4086-9b3c-ad8f31caee12,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,ba695c60-ce98-4a77-90ea-3a354dc563c9,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,ca6e2b6d-c9b8-458b-9603-f6db03d5ce0b,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,41918ade-77ea-42e9-a354-60a5d58dfe1c,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,50642dd6-bb41-49bd-886c-60e711c0420f,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC3,CPU.S4,cf165f04-ae91-4630-837c-3abb3db60145,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.65,high,7020,30.0,53.0,0,925.6913854820682
DC4,CPU.S4,a89607d2-7371-4632-90dd-2cc21e923b6b,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,783737c5-d99a-409a-a25d-bda43484e9d2,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,9225e9a7-13cd-4d62-b0cc-dc51ce7571cb,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,38226629-9bce-4973-9d64-7de01021ee4d,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,29ac7256-27f0-42a6-b36a-a3feff416c37,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,30d7cb68-c397-4395-a05b-49d7e8be4960,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,8d8a1c93-4cda-4fe4-98f1-039e77889599,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,608f26a4-9fc5-467d-8b49-72adf81d3427,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,7673f5fe-7e1e-4de8-8eed-8e8c434b6da8,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,101bc02a-a98b-4ab8-829e-e57d63895242,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,f775f546-c8ae-45ee-8b8f-15e4cadf2c3b,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,bdccefaa-7b34-4dc2-8589-b04caa45fe55,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,0b8facad-dd21-468a-bda9-1d5282ab5df7,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,e500a8e8-d4e1-4a71-a372-20d5dd985611,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,25a754bc-0a95-46a5-b4c0-3e062dd283d3,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,37708662-1e42-490a-a327-5a311bcfb04b,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,4e400df1-e9d6-4d69-8e2c-896d54c9ccd5,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,bbedbbbe-b7d9-4ddc-be12-707db93ab42c,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,320a6a17-2472-46d5-81a3-9d3699120a21,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC4,CPU.S4,dee4dafc-e884-4710-8405-4607d60be170,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.75,high,8280,30.0,53.0,0,1017.6913854820682
DC1,GPU.S3,139e7da4-2688-4192-aafc-296cac206a1c,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.25,low,25245,2150.0,53.0,0,3436.0271094202603
DC1,GPU.S3,57b241de-77ce-4dba-9491-38828ad777d5,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.25,low,25245,2150.0,53.0,0,3436.0271094202603
DC1,GPU.S3,e55195d8-6a6f-4dab-bc49-9bee197b0126,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.25,low,25245,2150.0,53.0,0,3436.0271094202603
DC2,GPU.S3,c6521bf5-5f7d-4c10-8d84-4f5eda1c1ded,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.35,medium,15300,2450.0,53.0,0,3856.0271094202603
DC2,GPU.S3,7bf32e9c-fc30-4215-b32a-6af1820539e1,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.35,medium,15300,2450.0,53.0,0,3856.0271094202603
DC2,GPU.S3,a17aff80-fb76-4441-a639-b845c3593d98,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.35,medium,15300,2450.0,53.0,0,3856.0271094202603
DC3,GPU.S3,d89d7654-a600-4ed3-8822-8f7ceccf2914,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.65,high,7020,2700.0,53.0,0,5116.02710942026
DC3,GPU.S3,40251f07-90d6-4d4c-ae60-fb1191542658,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.65,high,7020,2700.0,53.0,0,5116.02710942026
DC3,GPU.S3,a730266e-3e16-45d7-9c48-866add9b3b0b,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.65,high,7020,2700.0,53.0,0,5116.02710942026
DC4,GPU.S3,70ea07dc-97e5-4137-ae4b-ac9235c22dfd,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.75,high,8280,2700.0,53.0,0,5536.02710942026
DC4,GPU.S3,23e88b97-fcec-4138-88c0-3fd40c331c2c,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.75,high,8280,2700.0,53.0,0,5536.02710942026
DC4,GPU.S3,cb81918a-b722-4826-adab-fc40801db3a8,hold,GPU,"[97,168]",160000,4,4200,8,96,1000,3080,0.75,high,8280,2700.0,53.0,0,5536.02710942026
DC1,CPU.S4,c59b8151-c534-4bc2-b02a-1e8e1a8b6551,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,42294fef-cb29-4f2e-bfeb-9dc20b6cb975,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,c74d31ee-bf8b-4931-ad6e-b9545c72f528,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,63dac816-27f0-4626-a21a-24612554648b,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,5ee9bc26-9a93-4d24-a649-c28e8e99ac7d,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,b74563de-672a-4250-97b4-a13c4677e7df,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,dcf25b80-9341-429b-95b2-2e14ce5a4437,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,115361b4-a636-460b-931f-aee048998778,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,f844516f-fb36-4613-b2ae-e0e3b405a277,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,b83b6342-05b1-43a6-a1de-62be57489f4e,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,29e725d1-dbad-4a51-9a42-fd88e1abec70,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,34581eb6-bc9c-4aef-af9d-8d8963052051,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,93815f8a-bf24-4bc9-acb7-9784f26a8520,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,56de8267-a0a3-4a67-bba5-5027836edc23,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,407b8a68-e1b1-4ae9-92c0-52cfaaf7ded9,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,8469e45f-393f-49f6-a58a-151514c0b2f0,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,7055588a-6a92-4ed5-a9b3-99f466922e49,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,b57889c0-a123-4e3a-8bb5-b63d2faad683,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,4620b29f-2407-4231-b8bb-d2482fc2c086,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,2c20acc4-3260-49d6-aa21-8ef60f8215e8,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,dab1a76f-143e-46f6-85cb-ddc4fadb386b,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,f3bdded2-51dd-47d8-98d6-c1be833d659f,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,518b436e-c53d-42e8-ab54-dfd08de211b5,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,8aa7f569-048a-4283-8de6-0ff289987b79,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,a292d633-569a-438f-ab26-3a789b54101d,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,7d97dd3a-c78b-4530-97c1-c81800aac319,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,f4f50edb-42b1-41ce-8325-2d3603cae40a,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,1d8938c8-e90b-4145-8ea9-1efba88621ac,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,324c3d3b-a955-4614-a9c3-d70a920cf74b,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,5fe318f0-ed9b-4904-ad29-99e3710cc479,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,5995815e-0261-45ef-b1be-a2dc8d32c091,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,bb085b6a-78b4-4c7e-978b-bd94198224ca,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,adc2a4fa-828c-48bd-8985-88d5f2f3610c,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,b4c041e4-574d-420d-86ae-f2a9620ce3b0,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,acbdfae9-951b-4d8e-b02c-a1bf5fcdbcba,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,fad4ea56-d975-4fe1-acce-4844743d4fca,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,58c9234a-db93-493d-ae58-533078da03d0,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,13b23bfd-83b0-451d-8c47-7f3550108d47,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,55f4ec92-c90c-4564-938c-ca978d1d451f,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,ddafc48b-4894-4478-a880-392c8d0d31cb,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,1b839197-7a4c-4b7d-aab4-10b10fe89938,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,9bf1b967-1001-44c6-bf77-906f48756a2d,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,2a6fc805-3db9-4463-b9b4-a8afc488f4a7,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,46610ba6-62ee-4bf5-af8b-8f4d3a07350f,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,e7a90032-5843-49ea-8307-e3e0d500eb24,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,4bc80edb-0ed1-4d1b-b25d-5ef7cb520d58,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,178eaa6d-b38d-40c6-a93e-5a20fb2146f5,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,196afc8e-4e05-4eab-a4c5-1ddc40f0cad8,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,16c5aadf-4a27-48ac-8d50-99f958e9a299,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,c21a6c4d-09ce-4e76-b430-8806811e4844,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,e8afb778-8e1c-4bfd-a33e-63752362ccc1,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,709c2354-66f0-4602-9ee7-fa057672ea22,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,d613ce3d-877b-4cd9-a5f6-098df58a99b8,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,b1b40725-3246-4825-8783-b1b689662457,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,dbd534c0-0ada-4420-b1a6-feaebd29f6e0,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,11255ac1-32f0-44fb-92d7-0c0873b07a6c,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,4a011545-ece7-4af8-8047-35e0bbcca60d,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,0c2c4588-46dd-4bb4-89a0-a858922338f5,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,57bcb781-6248-4681-bb27-5e36bb32d850,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,b4ae8f31-f892-468e-b1b6-9b25ac41a6ca,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,8da0efdd-051a-42b3-af70-1e361dfb2af6,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,550cd7d2-80f8-40e2-b52c-8ae06fe84b9e,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,94f8d73c-72c5-42bc-a233-6b9036b00a39,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,f586c5dc-43af-4bc4-906b-dde8c1e599c3,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,dedea979-4a02-4016-9a47-5307e06dfacc,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,2d6431a5-bd6f-40ba-8429-677e576c8211,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,9e221ae2-8ead-49b8-8519-d90c47339d9a,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,42cf07b6-4d1e-4759-bf5d-1bb11da27ed8,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,9e3e82b7-4874-40f7-b375-e8aef89e7f18,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC1,CPU.S4,82496364-8ff6-4f1c-93b8-d1a916954c75,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.25,low,25245,12.0,52.0,0,550.0448756286166
DC2,CPU.S4,23213787-a019-4c8d-afe3-89e99ebd12c9,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,52.0,0,642.0448756286166
DC2,CPU.S4,fac3ef63-a36e-4f48-98ac-798ac9366cd9,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,52.0,0,642.0448756286166
DC2,CPU.S4,4215e3e8-42df-4d72-a875-7a472062081e,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,52.0,0,642.0448756286166
DC2,CPU.S4,e013b62e-5bd0-4b65-95b1-c5de86e46216,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,52.0,0,642.0448756286166
DC2,CPU.S4,53094aba-fb48-42a3-8342-bdbd839b554e,hold,CPU,"[109,168]",22000,2,920,160,96,1000,423,0.35,medium,15300,18.0,52.0,0,642.0448756286166
